0	0.000744784988949184	0.000817814002771276
5	0.00219245944464464	0.00242116126120942
10	0.00574628373241413	0.00766399597216839
15	0.0181275146362316	0.0262665726028824
20	0.0547348308122205	0.0849523574950935
25	0.144249723089450	0.223652889031851
30	0.277791753545742	0.390737135584598
35	0.296959780747676	0.463486754163536
40	0.259623361867129	0.483958071231645
45	0.219539091705167	0.474651030913558
50	0.184786705165358	0.448448236797086
55	0.157928452307204	0.412543395829449
60	0.140605306620862	0.373887615908153
65	0.129420500880900	0.337137050314837
70	0.121732234501895	0.302864189553919
75	0.116737486730948	0.272984001790915
80	0.122853006066215	0.247966902543935
85	0.117077775676286	0.230562166413305
90	0.0807942803214933	0.207204728624079
95	0.0612312171184361	0.176676802954351
100	0.0430683032139420	0.144355259210025
