0	0.0322675420347399	0.0163275591271480
5	0.0420158281002711	0.0625340571422341
10	0.0576963894501635	0.150557741609753
15	0.0877145154632810	0.275707363358280
20	0.108387001813200	0.389802824857361
25	0.103182033121464	0.430632633876687
30	0.0971459257830054	0.406717974327770
35	0.0766359467296025	0.385093805898507
40	0.0829711879280587	0.333065022549530
45	0.0704226885390787	0.282383730163939
50	0.0639537207158740	0.226781021379975
55	0.0553338355913677	0.203095669901370
60	0.0567196246398909	0.165964234760272
65	0.0509022636481489	0.138257743146922
70	0.0372626959333520	0.133084135608932
75	0.0613422135898247	0.111024953717642
80	0.0777723025161461	0.0981074049378279
85	0.0913450210872421	0.0810769290445101
90	0.0697027005009619	0.0466696386293923
95	0.0512262007629738	0.0636513448089416
100	0.0665069950540926	0.0512425696825379
