0	0.0688816243443076	0.0846010504308975
5	0.0793680821944749	0.283656817711482
10	0.130357501203379	0.606604857060492
15	0.181917555643646	0.711270379445870
20	0.147283315724952	0.664959351947677
25	0.129348750639846	0.627281783942784
30	0.145391167192131	0.563975653392709
35	0.122554760117874	0.515060880039086
40	0.0899089245820385	0.452532685099080
45	0.0924371386179265	0.392350458945336
50	0.0985548883636727	0.324409891940628
55	0.0797513312478695	0.284210688771766
60	0.0697898708963360	0.218411634081472
65	0.0726447439039136	0.202156662343314
70	0.0709548513016187	0.172147820029599
75	0.0869749804023449	0.135050091672587
80	0.105264386579836	0.121761967642185
85	0.105308678611577	0.106445284214844
90	0.114207327673417	0.100665155572019
95	0.0518802407387601	0.0792630324782063
100	0.0973351139755721	0.0815515070100002
