% time, anfH, anfM, anfL
0	60.316	9.1303	0.91786
5e-05	56.386	8.5273	0.85679
0.0001	53.432	8.0722	0.8107
0.00015	51.201	7.7267	0.77568
0.0002	49.509	7.4632	0.74895
0.00025	48.224	7.2614	0.72846
0.0003	47.247	7.1064	0.7127
0.00035	46.506	6.9871	0.70055
0.0004	45.945	6.8952	0.69116
0.00045	45.522	6.8243	0.6839
0.0005	45.207	6.7696	0.67827
0.00055	44.974	6.7274	0.67391
0.0006	44.805	6.6949	0.67052
0.00065	44.675	6.6697	0.66789
0.0007	44.574	6.6501	0.66584
0.00075	44.498	6.6349	0.66425
0.0008	44.44	6.623	0.66301
0.00085	44.396	6.6139	0.66205
0.0009	44.364	6.6068	0.6613
0.00095	44.34	6.6013	0.66072
0.001	44.323	6.597	0.66027
0.00105	44.312	6.5937	0.65991
0.0011	44.304	6.5912	0.65964
0.00115	44.3	6.5892	0.65943
0.0012	44.298	6.5878	0.65926
0.00125	44.298	6.5866	0.65913
0.0013	44.3	6.5858	0.65903
0.00135	44.303	6.5851	0.65895
0.0014	44.306	6.5846	0.65889
0.00145	44.311	6.5843	0.65885
0.0015	44.315	6.584	0.65881
0.00155	44.32	6.5839	0.65878
0.0016	44.326	6.5837	0.65876
0.00165	44.331	6.5837	0.65874
0.0017	44.337	6.5836	0.65873
0.00175	44.343	6.5836	0.65872
0.0018	44.348	6.5836	0.65871
0.00185	44.354	6.5837	0.65871
0.0019	44.36	6.5837	0.65871
0.00195	44.366	6.5838	0.6587
0.002	44.372	6.5838	0.6587
0.00205	44.377	6.5839	0.6587
0.0021	44.383	6.584	0.6587
0.00215	44.389	6.5841	0.6587
0.0022	44.394	6.5841	0.6587
0.00225	44.4	6.5842	0.6587
0.0023	44.406	6.5843	0.6587
0.00235	44.411	6.5844	0.6587
0.0024	44.417	6.5844	0.6587
0.00245	44.422	6.5845	0.6587
0.0025	44.428	6.5846	0.6587
0.00255	44.433	6.5847	0.6587
0.0026	44.439	6.5848	0.6587
0.00265	44.444	6.5848	0.6587
0.0027	44.449	6.5849	0.6587
0.00275	44.455	6.585	0.6587
0.0028	44.46	6.5851	0.6587
0.00285	44.465	6.5851	0.6587
0.0029	44.471	6.5852	0.6587
0.00295	44.476	6.5853	0.65871
0.003	44.481	6.5854	0.65871
0.00305	44.486	6.5855	0.65871
0.0031	44.492	6.5855	0.65871
0.00315	44.497	6.5856	0.65871
0.0032	44.502	6.5857	0.65871
0.00325	44.507	6.5858	0.65871
0.0033	44.512	6.5858	0.65871
0.00335	44.517	6.5859	0.65871
0.0034	44.522	6.586	0.65871
0.00345	44.527	6.586	0.65871
0.0035	44.532	6.5861	0.65871
0.00355	44.537	6.5862	0.65871
0.0036	44.542	6.5863	0.65872
0.00365	44.547	6.5863	0.65872
0.0037	44.552	6.5864	0.65872
0.00375	44.557	6.5865	0.65872
0.0038	44.562	6.5866	0.65872
0.00385	44.567	6.5866	0.65872
0.0039	44.572	6.5867	0.65872
0.00395	44.577	6.5868	0.65872
0.004	44.582	6.5868	0.65872
0.00405	44.587	6.5869	0.65872
0.0041	44.592	6.587	0.65872
0.00415	44.596	6.5871	0.65872
0.0042	44.601	6.5871	0.65872
0.00425	44.606	6.5872	0.65872
0.0043	44.611	6.5873	0.65873
0.00435	44.616	6.5873	0.65873
0.0044	44.62	6.5874	0.65873
0.00445	44.625	6.5875	0.65873
0.0045	44.63	6.5875	0.65873
0.00455	44.635	6.5876	0.65873
0.0046	44.639	6.5877	0.65873
0.00465	44.644	6.5877	0.65873
0.0047	44.649	6.5878	0.65873
0.00475	44.653	6.5879	0.65873
0.0048	44.658	6.5879	0.65873
0.00485	44.663	6.588	0.65873
0.0049	44.667	6.5881	0.65873
0.00495	44.672	6.5882	0.65873
0.005	44.676	6.5882	0.65874
0.00505	44.681	6.5883	0.65874
0.0051	44.686	6.5884	0.65874
0.00515	44.69	6.5884	0.65874
0.0052	44.695	6.5885	0.65874
0.00525	44.699	6.5886	0.65874
0.0053	44.704	6.5886	0.65874
0.00535	44.708	6.5887	0.65874
0.0054	44.713	6.5888	0.65874
0.00545	44.717	6.5888	0.65874
0.0055	44.722	6.5889	0.65874
0.00555	44.726	6.5889	0.65874
0.0056	44.731	6.589	0.65874
0.00565	44.735	6.5891	0.65874
0.0057	44.74	6.5891	0.65874
0.00575	44.744	6.5892	0.65875
0.0058	44.749	6.5893	0.65875
0.00585	44.753	6.5893	0.65875
0.0059	44.757	6.5894	0.65875
0.00595	44.762	6.5895	0.65875
0.006	44.766	6.5895	0.65875
0.00605	44.771	6.5896	0.65875
0.0061	44.775	6.5897	0.65875
0.00615	44.779	6.5897	0.65875
0.0062	44.784	6.5898	0.65875
0.00625	44.788	6.5898	0.65875
0.0063	44.792	6.5899	0.65875
0.00635	44.796	6.59	0.65875
0.0064	44.801	6.59	0.65875
0.00645	44.805	6.5901	0.65875
0.0065	44.809	6.5902	0.65875
0.00655	44.814	6.5902	0.65876
0.0066	44.818	6.5903	0.65876
0.00665	44.822	6.5903	0.65876
0.0067	44.826	6.5904	0.65876
0.00675	44.83	6.5905	0.65876
0.0068	44.835	6.5905	0.65876
0.00685	44.839	6.5906	0.65876
0.0069	44.843	6.5907	0.65876
0.00695	44.847	6.5907	0.65876
0.007	44.851	6.5908	0.65876
0.00705	44.855	6.5908	0.65876
0.0071	44.86	6.5909	0.65876
0.00715	44.864	6.591	0.65876
0.0072	44.868	6.591	0.65876
0.00725	44.872	6.5911	0.65876
0.0073	44.876	6.5911	0.65876
0.00735	44.88	6.5912	0.65877
0.0074	44.884	6.5913	0.65877
0.00745	44.888	6.5913	0.65877
0.0075	44.892	6.5914	0.65877
0.00755	44.896	6.5914	0.65877
0.0076	44.9	6.5915	0.65877
0.00765	44.904	6.5916	0.65877
0.0077	44.908	6.5916	0.65877
0.00775	44.912	6.5917	0.65877
0.0078	44.916	6.5917	0.65877
0.00785	44.92	6.5918	0.65877
0.0079	44.924	6.5919	0.65877
0.00795	44.928	6.5919	0.65877
0.008	44.932	6.592	0.65877
0.00805	44.936	6.592	0.65877
0.0081	44.94	6.5921	0.65877
0.00815	44.944	6.5921	0.65877
0.0082	44.948	6.5922	0.65878
0.00825	44.952	6.5923	0.65878
0.0083	44.956	6.5923	0.65878
0.00835	44.959	6.5924	0.65878
0.0084	44.963	6.5924	0.65878
0.00845	44.967	6.5925	0.65878
0.0085	44.971	6.5925	0.65878
0.00855	44.975	6.5926	0.65878
0.0086	44.979	6.5927	0.65878
0.00865	44.983	6.5927	0.65878
0.0087	44.986	6.5928	0.65878
0.00875	44.99	6.5928	0.65878
0.0088	44.994	6.5929	0.65878
0.00885	44.998	6.5929	0.65878
0.0089	45.001	6.593	0.65878
0.00895	45.005	6.5931	0.65878
0.009	45.009	6.5931	0.65878
0.00905	45.013	6.5932	0.65878
0.0091	45.016	6.5932	0.65879
0.00915	45.02	6.5933	0.65879
0.0092	45.024	6.5933	0.65879
0.00925	45.028	6.5934	0.65879
0.0093	45.031	6.5934	0.65879
0.00935	45.035	6.5935	0.65879
0.0094	45.039	6.5935	0.65879
0.00945	45.042	6.5936	0.65879
0.0095	45.046	6.5937	0.65879
0.00955	45.05	6.5937	0.65879
0.0096	45.053	6.5938	0.65879
0.00965	45.057	6.5938	0.65879
0.0097	45.061	6.5939	0.65879
0.00975	45.064	6.5939	0.65879
0.0098	45.068	6.594	0.65879
0.00985	45.071	6.594	0.65879
0.0099	45.075	6.5941	0.65879
0.00995	45.079	6.5941	0.65879
0.01	45.082	6.5942	0.65879
0.01005	45.086	6.5942	0.6588
0.0101	45.089	6.5943	0.6588
0.01015	45.093	6.5944	0.6588
0.0102	45.096	6.5944	0.6588
0.01025	45.1	6.5945	0.6588
0.0103	45.103	6.5945	0.6588
0.01035	45.107	6.5946	0.6588
0.0104	45.111	6.5947	0.65881
0.01045	45.116	6.595	0.65883
0.0105	45.124	6.5957	0.65889
