0	0.000620962824124691	0.000937901161737590
5	0.00195097551681001	0.00296065777286887
10	0.00612746570259421	0.00933743648642063
15	0.0191211319607274	0.0292969286181145
20	0.0582816600310383	0.0896198912428396
25	0.165065227524206	0.242834499118612
30	0.378217314780571	0.432278818005453
35	0.561383727343108	0.520854374155062
40	0.554833074768567	0.556409094410258
45	0.478973353927793	0.566833772734949
50	0.399501236984926	0.561223450749626
55	0.331063250243961	0.545194233905965
60	0.279316709817324	0.523045793856050
65	0.238934808116914	0.498243037109846
70	0.206539909848013	0.467219159488764
75	0.188637160313519	0.434780212214739
80	0.184806212331897	0.403833210147155
85	0.167389590923928	0.380662530461000
90	0.118523735179097	0.335526091973157
95	0.0773257374954623	0.277841423693761
100	0.0512030128265937	0.221264154647056
