0	0.00191299348093495	0.000196397542243654
5	0.00437318709525567	0.00124496430768905
10	0.0119422914209469	0.00664615595784776
15	0.0278977779564959	0.0302651305468604
20	0.0585554334031383	0.0994499584598809
25	0.161086781831758	0.266842677945756
30	0.366781731358976	0.440611188760892
35	0.552895146667109	0.513932331684403
40	0.549223596200704	0.545906370584326
45	0.476795488222454	0.560698995358484
50	0.398529098738033	0.558604782246253
55	0.329902254402205	0.545601238317008
60	0.277933448846698	0.522162392047214
65	0.237476143533255	0.494871719910669
70	0.205136922952276	0.462536576780200
75	0.187467550652673	0.430009573164857
80	0.184808125763225	0.398462048422619
85	0.168370763220818	0.376005529162073
90	0.119857211652954	0.332450738698722
95	0.0787945112560218	0.275648065691395
100	0.0521053421190363	0.219572864193616
