cf,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0
1.200982401385813780e+01,-5.762200057506561279e+01,-5.762157589197158813e+01,-5.762200057506561279e+01,-5.762152001261711121e+01,-5.762167647480964661e+01,-5.762046203017234802e+01,-5.760935693979263306e+01,-5.751122161746025085e+01,-5.689192190766334534e+01,-5.547811463475227356e+01,-5.390843376517295837e+01
1.177707104662374249e+01,-5.762190371751785278e+01,-5.762157589197158813e+01,-5.762195959687232971e+01,-5.762155726552009583e+01,-5.762163549661636353e+01,-5.762023478746414185e+01,-5.760875716805458069e+01,-5.750668421387672424e+01,-5.686955153942108154e+01,-5.546166747808456421e+01,-5.384295061230659485e+01
1.154877668459478102e+01,-5.762190371751785278e+01,-5.762157961726188660e+01,-5.762204155325889587e+01,-5.762179940938949585e+01,-5.762138962745666504e+01,-5.762025713920593262e+01,-5.760806426405906677e+01,-5.750154331326484680e+01,-5.684477835893630981e+01,-5.541428551077842712e+01,-5.381394922733306885e+01
1.132485551893365816e+01,-5.762190371751785278e+01,-5.762158706784248352e+01,-5.762204527854919434e+01,-5.762204900383949280e+01,-5.762123689055442810e+01,-5.762041732668876648e+01,-5.760770291090011597e+01,-5.749731510877609253e+01,-5.682457238435745239e+01,-5.542321503162384033e+01,-5.372711643576622009e+01
1.110522377689057372e+01,-5.762192606925964355e+01,-5.762163922190666199e+01,-5.762204900383949280e+01,-5.762195587158203125e+01,-5.762156844139099121e+01,-5.762045085430145264e+01,-5.760713294148445129e+01,-5.749228224158287048e+01,-5.680006369948387146e+01,-5.537892132997512817e+01,-5.368829146027565002e+01
1.088979929046269035e+01,-5.762192606925964355e+01,-5.762165039777755737e+01,-5.762209743261337280e+01,-5.762215703725814819e+01,-5.762156471610069275e+01,-5.762009695172309875e+01,-5.760626494884490967e+01,-5.748672038316726685e+01,-5.677467957139015198e+01,-5.535458400845527649e+01,-5.364262685179710388e+01
1.067850146565368163e+01,-5.762192606925964355e+01,-5.762163922190666199e+01,-5.762208253145217896e+01,-5.762206017971038818e+01,-5.762135982513427734e+01,-5.761999264359474182e+01,-5.760581046342849731e+01,-5.748108774423599243e+01,-5.674948915839195251e+01,-5.531506985425949097e+01,-5.360360071063041687e+01
1.047125125232212994e+01,-5.762192606925964355e+01,-5.762163177132606506e+01,-5.762206763029098511e+01,-5.762189626693725586e+01,-5.762132257223129272e+01,-5.761981382966041565e+01,-5.760519206523895264e+01,-5.747562646865844727e+01,-5.672372132539749146e+01,-5.528023093938827515e+01,-5.356606841087341309e+01
1.026797111460751921e+01,-5.762192606925964355e+01,-5.762163922190666199e+01,-5.762217193841934204e+01,-5.762176960706710815e+01,-5.762138217687606812e+01,-5.761980637907981873e+01,-5.760443210601806641e+01,-5.746977031230926514e+01,-5.669270083308219910e+01,-5.525700002908706665e+01,-5.353134125471115112e+01
1.006858500192272565e+01,-5.762196332216262817e+01,-5.762163922190666199e+01,-5.762207135558128357e+01,-5.762144923210144043e+01,-5.762120336294174194e+01,-5.761980637907981873e+01,-5.760366842150688171e+01,-5.746368691325187683e+01,-5.666645988821983337e+01,-5.520172044634819031e+01,-5.349104851484298706e+01
9.873018320502206180e+00,-5.762196704745292664e+01,-5.762162804603576660e+01,-5.762203410267829895e+01,-5.762135609984397888e+01,-5.762145668268203735e+01,-5.762014165520668030e+01,-5.760282650589942932e+01,-5.745723471045494080e+01,-5.664034932851791382e+01,-5.513980239629745483e+01,-5.344657227396965027e+01
9.681197905495180223e+00,-5.762187391519546509e+01,-5.762159824371337891e+01,-5.762210488319396973e+01,-5.762168392539024353e+01,-5.762121081352233887e+01,-5.761974677443504333e+01,-5.760201066732406616e+01,-5.745014920830726624e+01,-5.661320313811302185e+01,-5.507589131593704224e+01,-5.339458957314491272e+01
9.493051993593404347e+00,-5.762178450822830200e+01,-5.762159451842308044e+01,-5.762198939919471741e+01,-5.762162804603576660e+01,-5.762140825390815735e+01,-5.761962011456489563e+01,-5.760132893919944763e+01,-5.744338035583496094e+01,-5.658487603068351746e+01,-5.501156672835350037e+01,-5.333024635910987854e+01
9.308510196183290120e+00,-5.762178078293800354e+01,-5.762160196900367737e+01,-5.762211233377456665e+01,-5.762179195880889893e+01,-5.762119963765144348e+01,-5.761948227882385254e+01,-5.760036408901214600e+01,-5.743629857897758484e+01,-5.655859783291816711e+01,-5.493032932281494141e+01,-5.330740660429000854e+01
9.127503473012309243e+00,-5.762178823351860046e+01,-5.762168765068054199e+01,-5.762191116809844971e+01,-5.762153863906860352e+01,-5.762141197919845581e+01,-5.761949345469474792e+01,-5.759923532605171204e+01,-5.742886289954185486e+01,-5.653492361307144165e+01,-5.483440309762954712e+01,-5.334227159619331360e+01
8.949964106359864502e+00,-5.762179568409919739e+01,-5.762160196900367737e+01,-5.762174353003501892e+01,-5.762155354022979736e+01,-5.762161314487457275e+01,-5.761917680501937866e+01,-5.759825557470321655e+01,-5.742106586694717407e+01,-5.650646984577178955e+01,-5.476074293255805969e+01,-5.334566161036491394e+01
8.775825675702915163e+00,-5.762182176113128662e+01,-5.762160941958427429e+01,-5.762153863906860352e+01,-5.762160941958427429e+01,-5.762127786874771118e+01,-5.761928483843803406e+01,-5.759701505303382874e+01,-5.741254612803459167e+01,-5.647783353924751282e+01,-5.469341948628425598e+01,-5.335616320371627808e+01
8.605023032866927934e+00,-5.762181803584098816e+01,-5.762160569429397583e+01,-5.762156471610069275e+01,-5.762178078293800354e+01,-5.762121081352233887e+01,-5.761911720037460327e+01,-5.759584158658981323e+01,-5.740406364202499390e+01,-5.645222216844558716e+01,-5.460895597934722900e+01,-5.339777469635009766e+01
8.437492277652824058e+00,-5.762182176113128662e+01,-5.762159824371337891e+01,-5.762142688035964966e+01,-5.762154236435890198e+01,-5.762146040797233582e+01,-5.761894211173057556e+01,-5.759474262595176697e+01,-5.739539489150047302e+01,-5.642141029238700867e+01,-5.456255003809928894e+01,-5.338273197412490845e+01
8.273170733930813370e+00,-5.762181431055068970e+01,-5.762154981493949890e+01,-5.762142315506935120e+01,-5.762166157364845276e+01,-5.762108787894248962e+01,-5.761896818876266479e+01,-5.759341269731521606e+01,-5.738608166575431824e+01,-5.638911947607994080e+01,-5.449371412396430969e+01,-5.337561294436454773e+01
8.111996926192190926e+00,-5.762178823351860046e+01,-5.762155354022979736e+01,-5.762164294719696045e+01,-5.762146785855293274e+01,-5.762113258242607117e+01,-5.761858075857162476e+01,-5.759217962622642517e+01,-5.737668648362159729e+01,-5.635461956262588501e+01,-5.444343015551567078e+01,-5.333292856812477112e+01
7.953910556550281008e+00,-5.762178450822830200e+01,-5.762152373790740967e+01,-5.762160941958427429e+01,-5.762144923210144043e+01,-5.762146040797233582e+01,-5.761865898966789246e+01,-5.759065598249435425e+01,-5.736611038446426392e+01,-5.632517114281654358e+01,-5.440664663910865784e+01,-5.327776819467544556e+01
7.798852482181978907e+00,-5.762178823351860046e+01,-5.762163549661636353e+01,-5.762157589197158813e+01,-5.762188509106636047e+01,-5.762121453881263733e+01,-5.761872977018356323e+01,-5.758931860327720642e+01,-5.735611915588378906e+01,-5.628683418035507202e+01,-5.435601249337196350e+01,-5.319651588797569275e+01
