0	8.66666666666667	3.33333333333333
10	15.6666666666667	8
20	45.6666666666667	49.3333333333333
30	92	121
40	144	168.666666666667
50	159.333333333333	200
60	174.666666666667	217.333333333333
70	188	220.333333333333
80	219.333333333333	237.333333333333
90	231	239.333333333333
100	214.333333333333	235.666666666667
