cf,70.0
1.914999999999999858e+01,-8.039202629876265882e-02,0.000000000000000000e+00
1.919999999999999929e+01,-1.311712147190894906e-01,0.000000000000000000e+00
1.925000000000000000e+01,-3.373360457502530873e-06,0.000000000000000000e+00
1.930000000000000071e+01,1.331629927540086689e-01,0.000000000000000000e+00
1.935000000000000142e+01,8.286080642777492178e-02,0.000000000000000000e+00
1.939999999999999858e+01,-8.337563235547214291e-02,0.000000000000000000e+00
1.944999999999999929e+01,-1.356852668261995798e-01,0.000000000000000000e+00
1.950000000000000000e+01,-2.296139920495711520e-06,0.000000000000000000e+00
1.955000000000000071e+01,1.370410072264190426e-01,0.000000000000000000e+00
1.960000000000000142e+01,8.505605301554550191e-02,0.000000000000000000e+00
1.964999999999999858e+01,-8.537010822632835894e-02,0.000000000000000000e+00
1.969999999999999929e+01,-1.385796502371395289e-01,0.000000000000000000e+00
1.975000000000000000e+01,-1.162380796178421864e-06,0.000000000000000000e+00
1.980000000000000071e+01,1.392659701745619649e-01,0.000000000000000000e+00
1.985000000000000142e+01,8.622079188381788495e-02,0.000000000000000000e+00
1.989999999999999858e+01,-8.632634329610247570e-02,0.000000000000000000e+00
1.994999999999999929e+01,-1.397830956264246027e-01,0.000000000000000000e+00
2.000000000000000000e+01,-1.468782235593268926e-15,0.000000000000000000e+00
2.005000000000000071e+01,1.397830956264236590e-01,0.000000000000000000e+00
2.010000000000000142e+01,8.632634329610511248e-02,0.000000000000000000e+00
2.014999999999999858e+01,-8.622079188381703840e-02,0.000000000000000000e+00
2.019999999999999929e+01,-1.392659701745622980e-01,0.000000000000000000e+00
2.025000000000000000e+01,1.162380794135486816e-06,0.000000000000000000e+00
2.030000000000000071e+01,1.385796502371398897e-01,0.000000000000000000e+00
2.035000000000000142e+01,8.537010822632737361e-02,0.000000000000000000e+00
2.039999999999999858e+01,-8.505605301554569619e-02,0.000000000000000000e+00
2.044999999999999929e+01,-1.370410072264193202e-01,0.000000000000000000e+00
2.050000000000000000e+01,2.296139919261108484e-06,0.000000000000000000e+00
2.055000000000000071e+01,1.356852668262003569e-01,0.000000000000000000e+00
2.060000000000000142e+01,8.337563235547278129e-02,0.000000000000000000e+00
2.064999999999999858e+01,-8.286080642777166050e-02,0.000000000000000000e+00
2.069999999999999929e+01,-1.331629927540084746e-01,0.000000000000000000e+00
2.075000000000000000e+01,3.373360454013653832e-06,0.000000000000000000e+00
2.080000000000000071e+01,1.311712147190906008e-01,0.000000000000000000e+00
2.085000000000000142e+01,8.039202629876204820e-02,0.000000000000000000e+00
2.089999999999999858e+01,-7.968910637709385181e-02,0.000000000000000000e+00
2.094999999999999929e+01,-1.277274163440305921e-01,0.000000000000000000e+00
2.100000000000000000e+01,4.367517662263559402e-06,0.000000000000000000e+00
2.105000000000000071e+01,1.251486448599654910e-01,0.000000000000000000e+00
2.110000000000000142e+01,7.649275633933685925e-02,0.000000000000000000e+00
2.114999999999999858e+01,-7.561905064502792706e-02,0.000000000000000000e+00
2.119999999999999929e+01,-1.208681199273452800e-01,0.000000000000000000e+00
2.125000000000000000e+01,5.254132089143638212e-06,0.000000000000000000e+00
2.130000000000000071e+01,1.177658529065218757e-01,0.000000000000000000e+00
2.135000000000000142e+01,7.177383544452743680e-02,0.000000000000000000e+00
2.139999999999999858e+01,-7.075085751143857238e-02,0.000000000000000000e+00
2.144999999999999929e+01,-1.127540021464308317e-01,0.000000000000000000e+00
2.150000000000000000e+01,6.011372348507469101e-06,0.000000000000000000e+00
2.155000000000000071e+01,1.092046276987364284e-01,0.000000000000000000e+00
2.160000000000000142e+01,6.635145910796948210e-02,0.000000000000000000e+00
2.164999999999999858e+01,-6.520439804787886429e-02,0.000000000000000000e+00
2.169999999999999929e+01,-1.035848595102654701e-01,0.000000000000000000e+00
2.175000000000000000e+01,6.620592669775925551e-06,0.000000000000000000e+00
2.180000000000000071e+01,9.967577501429909781e-02,0.000000000000000000e+00
2.185000000000000142e+01,6.035914423090227993e-02,0.000000000000000000e+00
2.189999999999999858e+01,-5.911624449398723141e-02,0.000000000000000000e+00
2.194999999999999929e+01,-9.358646674119262820e-02,0.000000000000000000e+00
2.200000000000000000e+01,7.066792026457050001e-06,0.000000000000000000e+00
2.205000000000000071e+01,8.941392683075267966e-02,0.000000000000000000e+00
2.210000000000000142e+01,5.394444149295250790e-02,0.000000000000000000e+00
2.214999999999999858e+01,-5.263630739568356254e-02,0.000000000000000000e+00
2.219999999999999929e+01,-8.300501745194785452e-02,0.000000000000000000e+00
2.225000000000000000e+01,7.338983509991382350e-06,0.000000000000000000e+00
2.230000000000000071e+01,7.867176390749681947e-02,0.000000000000000000e+00
2.235000000000000142e+01,4.726530216470410661e-02,0.000000000000000000e+00
2.239999999999999858e+01,-4.592414431000620828e-02,0.000000000000000000e+00
2.244999999999999929e+01,-7.210106204185132150e-02,0.000000000000000000e+00
2.250000000000000000e+01,7.430464862746208988e-06,0.000000000000000000e+00
2.255000000000000071e+01,6.771379394689693021e-02,0.000000000000000000e+00
2.260000000000000142e+01,4.048618882321468326e-02,0.000000000000000000e+00
2.264999999999999858e+01,-3.914503096851562614e-02,0.000000000000000000e+00
2.269999999999999929e+01,-6.114309208125175144e-02,0.000000000000000000e+00
2.275000000000000000e+01,7.338983511018336953e-06,0.000000000000000000e+00
2.280000000000000071e+01,5.680983853679957840e-02,0.000000000000000000e+00
2.285000000000000142e+01,3.377402573753703757e-02,0.000000000000000000e+00
2.289999999999999858e+01,-3.246589164026866814e-02,0.000000000000000000e+00
2.294999999999999929e+01,-5.040092915799636308e-02,0.000000000000000000e+00
2.300000000000000000e+01,7.066792027450126675e-06,0.000000000000000000e+00
2.305000000000000071e+01,4.622838924755547085e-02,0.000000000000000000e+00
2.310000000000000142e+01,2.729408863923256726e-02,0.000000000000000000e+00
2.314999999999999858e+01,-2.605118890231754303e-02,0.000000000000000000e+00
2.319999999999999929e+01,-4.013908097445011147e-02,0.000000000000000000e+00
2.325000000000000000e+01,6.620592671240799577e-06,0.000000000000000000e+00
2.330000000000000071e+01,3.622999647848190036e-02,0.000000000000000000e+00
2.335000000000000142e+01,2.120593508534074356e-02,0.000000000000000000e+00
2.339999999999999858e+01,-2.005887402525004595e-02,0.000000000000000000e+00
2.344999999999999929e+01,-3.061022829001438725e-02,0.000000000000000000e+00
2.350000000000000000e+01,6.011372350737211337e-06,0.000000000000000000e+00
2.355000000000000071e+01,2.706085384231702098e-02,0.000000000000000000e+00
2.360000000000000142e+01,1.565947562178116731e-02,0.000000000000000000e+00
2.364999999999999858e+01,-1.463649768869107991e-02,0.000000000000000000e+00
2.369999999999999929e+01,-2.204900308222823568e-02,0.000000000000000000e+00
2.375000000000000000e+01,5.254132092374189686e-06,0.000000000000000000e+00
2.380000000000000071e+01,1.894673606140257621e-02,0.000000000000000000e+00
2.385000000000000142e+01,1.079128248819035372e-02,0.000000000000000000e+00
2.389999999999999858e+01,-9.917576793882814518e-03,0.000000000000000000e+00
2.394999999999999929e+01,-1.466621112878513898e-02,0.000000000000000000e+00
2.400000000000000000e+01,4.367517664223894338e-06,0.000000000000000000e+00
2.405000000000000071e+01,1.208743964471776546e-02,0.000000000000000000e+00
2.410000000000000142e+01,6.721226756123794936e-03,0.000000000000000000e+00
2.414999999999999858e+01,-6.018306834455766814e-03,0.000000000000000000e+00
2.419999999999999929e+01,-8.643641269660629414e-03,0.000000000000000000e+00
2.425000000000000000e+01,3.373360456623661345e-06,0.000000000000000000e+00
2.430000000000000071e+01,6.651863234741155380e-03,0.000000000000000000e+00
2.435000000000000142e+01,3.549526705445820579e-03,0.000000000000000000e+00
2.439999999999999858e+01,-3.034700777746063283e-03,0.000000000000000000e+00
2.444999999999999929e+01,-4.129589162549762195e-03,0.000000000000000000e+00
2.450000000000000000e+01,2.296139918856727331e-06,0.000000000000000000e+00
2.455000000000000071e+01,2.773848762330033066e-03,0.000000000000000000e+00
2.460000000000000142e+01,1.354280117672898793e-03,0.000000000000000000e+00
2.464999999999999858e+01,-1.040224906890582128e-03,0.000000000000000000e+00
2.469999999999999929e+01,-1.235205751609643517e-03,0.000000000000000000e+00
2.475000000000000000e+01,1.162380795894683615e-06,0.000000000000000000e+00
2.480000000000000071e+01,5.488858141874906893e-04,0.000000000000000000e+00
2.485000000000000142e+01,1.895412494017058508e-04,0.000000000000000000e+00
2.489999999999999858e+01,-8.398983711576285581e-05,0.000000000000000000e+00
2.494999999999999929e+01,-3.176036232541806884e-05,0.000000000000000000e+00
2.500000000000000000e+01,-1.236800451889286979e-18,0.000000000000000000e+00
2.505000000000000071e+01,3.176036232542681022e-05,0.000000000000000000e+00
2.510000000000000142e+01,8.398983711576613552e-05,0.000000000000000000e+00
2.514999999999999858e+01,-1.895412494017028693e-04,0.000000000000000000e+00
2.519999999999999929e+01,-5.488858141875031576e-04,0.000000000000000000e+00
2.525000000000000000e+01,-1.162380795928170639e-06,0.000000000000000000e+00
2.530000000000000071e+01,1.235205751609692523e-03,0.000000000000000000e+00
2.535000000000000142e+01,1.040224906890627448e-03,0.000000000000000000e+00
2.539999999999999858e+01,-1.354280117672940426e-03,0.000000000000000000e+00
2.544999999999999929e+01,-2.773848762330026561e-03,0.000000000000000000e+00
2.550000000000000000e+01,-2.296139919056052395e-06,0.000000000000000000e+00
2.555000000000000071e+01,4.129589162549759593e-03,0.000000000000000000e+00
2.560000000000000142e+01,3.034700777746242827e-03,0.000000000000000000e+00
2.564999999999999858e+01,-3.549526705445894305e-03,0.000000000000000000e+00
2.569999999999999929e+01,-6.651863234741080787e-03,0.000000000000000000e+00
2.575000000000000000e+01,-3.373360456733178894e-06,0.000000000000000000e+00
2.580000000000000071e+01,8.643641269660561760e-03,0.000000000000000000e+00
2.585000000000000142e+01,6.018306834456301109e-03,0.000000000000000000e+00
2.589999999999999858e+01,-6.721226756123895550e-03,0.000000000000000000e+00
2.594999999999999929e+01,-1.208743964471776546e-02,0.000000000000000000e+00
2.600000000000000000e+01,-4.367517664598016933e-06,0.000000000000000000e+00
2.605000000000000071e+01,1.466621112878486836e-02,0.000000000000000000e+00
2.610000000000000142e+01,9.917576793883581265e-03,0.000000000000000000e+00
2.614999999999999858e+01,-1.079128248819030168e-02,0.000000000000000000e+00
2.619999999999999929e+01,-1.894673606140267336e-02,0.000000000000000000e+00
2.625000000000000000e+01,-5.254132092554689019e-06,0.000000000000000000e+00
2.630000000000000071e+01,2.204900308222798935e-02,0.000000000000000000e+00
2.635000000000000142e+01,1.463649768869185359e-02,0.000000000000000000e+00
2.639999999999999858e+01,-1.565947562178101118e-02,0.000000000000000000e+00
2.644999999999999929e+01,-2.706085384231709384e-02,0.000000000000000000e+00
2.650000000000000000e+01,-6.011372351109218890e-06,0.000000000000000000e+00
2.655000000000000071e+01,3.061022829001375928e-02,0.000000000000000000e+00
2.660000000000000142e+01,2.005887402525076066e-02,0.000000000000000000e+00
2.664999999999999858e+01,-2.120593508534130908e-02,0.000000000000000000e+00
2.669999999999999929e+01,-3.622999647848255261e-02,0.000000000000000000e+00
2.675000000000000000e+01,-6.620592671607951090e-06,0.000000000000000000e+00
2.680000000000000071e+01,4.013908097444941064e-02,0.000000000000000000e+00
2.685000000000000142e+01,2.605118890231921877e-02,0.000000000000000000e+00
2.689999999999999858e+01,-2.729408863923264358e-02,0.000000000000000000e+00
2.694999999999999929e+01,-4.622838924755628964e-02,0.000000000000000000e+00
2.700000000000000000e+01,-7.066792027853802249e-06,0.000000000000000000e+00
2.705000000000000071e+01,5.040092915799473244e-02,0.000000000000000000e+00
2.710000000000000142e+01,3.246589164027020163e-02,0.000000000000000000e+00
2.714999999999999858e+01,-3.377402573753540693e-02,0.000000000000000000e+00
2.719999999999999929e+01,-5.680983853680188211e-02,0.000000000000000000e+00
2.725000000000000000e+01,-7.338983510254875665e-06,0.000000000000000000e+00
2.730000000000000071e+01,6.114309208125055795e-02,0.000000000000000000e+00
2.735000000000000142e+01,3.914503096851736780e-02,0.000000000000000000e+00
2.739999999999999858e+01,-4.048618882321156770e-02,0.000000000000000000e+00
2.744999999999999929e+01,-6.771379394689920617e-02,0.000000000000000000e+00
2.750000000000000000e+01,-7.430464862741971282e-06,0.000000000000000000e+00
2.755000000000000071e+01,7.210106204185082190e-02,0.000000000000000000e+00
2.760000000000000142e+01,4.592414431000696462e-02,0.000000000000000000e+00
2.764999999999999858e+01,-4.726530216470128248e-02,0.000000000000000000e+00
2.769999999999999929e+01,-7.867176390749965054e-02,0.000000000000000000e+00
2.775000000000000000e+01,-7.338983511286497420e-06,0.000000000000000000e+00
2.780000000000000071e+01,8.300501745194827086e-02,0.000000000000000000e+00
2.785000000000000142e+01,5.263630739568293804e-02,0.000000000000000000e+00
2.789999999999999858e+01,-5.394444149294846946e-02,0.000000000000000000e+00
2.794999999999999929e+01,-8.941392683075492787e-02,0.000000000000000000e+00
2.800000000000000000e+01,-7.066792027816150787e-06,0.000000000000000000e+00
2.805000000000000071e+01,9.358646674119280862e-02,0.000000000000000000e+00
2.810000000000000142e+01,5.911624449398693998e-02,0.000000000000000000e+00
2.814999999999999858e+01,-6.035914423089951825e-02,0.000000000000000000e+00
2.819999999999999929e+01,-9.967577501430156806e-02,0.000000000000000000e+00
2.825000000000000000e+01,-6.620592672798070497e-06,0.000000000000000000e+00
2.830000000000000071e+01,1.035848595102662750e-01,0.000000000000000000e+00
2.835000000000000142e+01,6.520439804787843407e-02,0.000000000000000000e+00
2.839999999999999858e+01,-6.635145910796638735e-02,0.000000000000000000e+00
2.844999999999999929e+01,-1.092046276987369557e-01,0.000000000000000000e+00
2.850000000000000000e+01,-6.011372349389819934e-06,0.000000000000000000e+00
2.855000000000000071e+01,1.127540021464315673e-01,0.000000000000000000e+00
2.860000000000000142e+01,7.075085751143830870e-02,0.000000000000000000e+00
2.864999999999999858e+01,-7.177383544452507758e-02,0.000000000000000000e+00
2.869999999999999929e+01,-1.177658529065234300e-01,0.000000000000000000e+00
2.875000000000000000e+01,-5.254132092752475447e-06,0.000000000000000000e+00
2.880000000000000071e+01,1.208681199273468343e-01,0.000000000000000000e+00
2.885000000000000142e+01,7.561905064502780216e-02,0.000000000000000000e+00
2.889999999999999858e+01,-7.649275633933222407e-02,0.000000000000000000e+00
2.894999999999999929e+01,-1.251486448599655465e-01,0.000000000000000000e+00
2.900000000000000000e+01,-4.367517667301378488e-06,0.000000000000000000e+00
2.905000000000000071e+01,1.277274163440334509e-01,0.000000000000000000e+00
2.910000000000000142e+01,7.968910637709508693e-02,0.000000000000000000e+00
2.914999999999999858e+01,-8.039202629875959183e-02,0.000000000000000000e+00
2.919999999999999929e+01,-1.311712147190886579e-01,0.000000000000000000e+00
2.925000000000000000e+01,-3.373360462011202548e-06,0.000000000000000000e+00
2.930000000000000071e+01,1.331629927540096681e-01,0.000000000000000000e+00
2.935000000000000142e+01,8.286080642777249317e-02,0.000000000000000000e+00
2.939999999999999858e+01,-8.337563235547248985e-02,0.000000000000000000e+00
2.944999999999999929e+01,-1.356852668261989414e-01,0.000000000000000000e+00
2.950000000000000000e+01,-2.296139923421600489e-06,0.000000000000000000e+00
2.955000000000000071e+01,1.370410072264204304e-01,0.000000000000000000e+00
2.960000000000000142e+01,8.505605301554775011e-02,0.000000000000000000e+00
2.964999999999999858e+01,-8.537010822632828955e-02,0.000000000000000000e+00
2.969999999999999929e+01,-1.385796502371391681e-01,0.000000000000000000e+00
2.975000000000000000e+01,-1.162380801606844265e-06,0.000000000000000000e+00
2.980000000000000071e+01,1.392659701745617429e-01,0.000000000000000000e+00
2.985000000000000142e+01,8.622079188381841230e-02,0.000000000000000000e+00
2.989999999999999858e+01,-8.632634329610307244e-02,0.000000000000000000e+00
2.994999999999999929e+01,-1.397830956264229096e-01,0.000000000000000000e+00
3.000000000000000000e+01,-1.486062554750203907e-15,0.000000000000000000e+00
3.005000000000000071e+01,1.397830956264245472e-01,0.000000000000000000e+00
3.010000000000000142e+01,8.632634329610604229e-02,0.000000000000000000e+00
3.014999999999999858e+01,-8.622079188381658044e-02,0.000000000000000000e+00
3.019999999999999929e+01,-1.392659701745604939e-01,0.000000000000000000e+00
3.025000000000000000e+01,1.162380793500639010e-06,0.000000000000000000e+00
3.030000000000000071e+01,1.385796502371397509e-01,0.000000000000000000e+00
3.035000000000000142e+01,8.537010822633071816e-02,0.000000000000000000e+00
3.039999999999999858e+01,-8.505605301554609865e-02,0.000000000000000000e+00
3.044999999999999929e+01,-1.370410072264180434e-01,0.000000000000000000e+00
3.050000000000000000e+01,2.296139916383155650e-06,0.000000000000000000e+00
3.055000000000000071e+01,1.356852668262001071e-01,0.000000000000000000e+00
3.060000000000000142e+01,8.337563235547428009e-02,0.000000000000000000e+00
3.064999999999999858e+01,-8.286080642777393646e-02,0.000000000000000000e+00
3.069999999999999929e+01,-1.331629927540063651e-01,0.000000000000000000e+00
3.075000000000000000e+01,3.373360454299156451e-06,0.000000000000000000e+00
3.080000000000000071e+01,1.311712147190870759e-01,0.000000000000000000e+00
3.085000000000000142e+01,8.039202629876615602e-02,0.000000000000000000e+00
3.089999999999999858e+01,-7.968910637709507305e-02,0.000000000000000000e+00
3.094999999999999929e+01,-1.277274163440311472e-01,0.000000000000000000e+00
3.100000000000000000e+01,4.367517662783785862e-06,0.000000000000000000e+00
3.105000000000000071e+01,1.251486448599612722e-01,0.000000000000000000e+00
3.110000000000000142e+01,7.649275633933960705e-02,0.000000000000000000e+00
3.114999999999999858e+01,-7.561905064502728868e-02,0.000000000000000000e+00
3.119999999999999929e+01,-1.208681199273485968e-01,0.000000000000000000e+00
3.125000000000000000e+01,5.254132090915746334e-06,0.000000000000000000e+00
3.130000000000000071e+01,1.177658529065182119e-01,0.000000000000000000e+00
3.135000000000000142e+01,7.177383544453033726e-02,0.000000000000000000e+00
3.139999999999999858e+01,-7.075085751143697643e-02,0.000000000000000000e+00
3.144999999999999929e+01,-1.127540021464335379e-01,0.000000000000000000e+00
3.150000000000000000e+01,6.011372350076923744e-06,0.000000000000000000e+00
3.155000000000000071e+01,1.092046276987328479e-01,0.000000000000000000e+00
3.160000000000000142e+01,6.635145910797142499e-02,0.000000000000000000e+00
3.164999999999999858e+01,-6.520439804787601934e-02,0.000000000000000000e+00
3.169999999999999929e+01,-1.035848595102680514e-01,0.000000000000000000e+00
3.175000000000000000e+01,6.620592671598885296e-06,0.000000000000000000e+00
3.180000000000000071e+01,9.967577501429852882e-02,0.000000000000000000e+00
3.185000000000000142e+01,6.035914423090287667e-02,0.000000000000000000e+00
3.189999999999999858e+01,-5.911624449398484443e-02,0.000000000000000000e+00
3.194999999999999929e+01,-9.358646674119489028e-02,0.000000000000000000e+00
3.200000000000000000e+01,7.066792026927727575e-06,0.000000000000000000e+00
3.204999999999999716e+01,8.941392683075251313e-02,0.000000000000000000e+00
3.210000000000000142e+01,5.394444149295038460e-02,0.000000000000000000e+00
3.214999999999999858e+01,-5.263630739568168904e-02,0.000000000000000000e+00
3.220000000000000284e+01,-8.300501745194981129e-02,0.000000000000000000e+00
3.225000000000000000e+01,7.338983510803138069e-06,0.000000000000000000e+00
3.229999999999999716e+01,7.867176390749695825e-02,0.000000000000000000e+00
3.235000000000000142e+01,4.726530216470335721e-02,0.000000000000000000e+00
3.239999999999999858e+01,-4.592414431000466785e-02,0.000000000000000000e+00
3.245000000000000284e+01,-7.210106204185318113e-02,0.000000000000000000e+00
3.250000000000000000e+01,7.430464862593631249e-06,0.000000000000000000e+00
3.254999999999999716e+01,6.771379394689712450e-02,0.000000000000000000e+00
3.260000000000000142e+01,4.048618882321320528e-02,0.000000000000000000e+00
3.264999999999999858e+01,-3.914503096851409958e-02,0.000000000000000000e+00
3.270000000000000284e+01,-6.114309208125261880e-02,0.000000000000000000e+00
3.275000000000000000e+01,7.338983510335889284e-06,0.000000000000000000e+00
3.279999999999999716e+01,5.680983853680064005e-02,0.000000000000000000e+00
3.285000000000000142e+01,3.377402573753571918e-02,0.000000000000000000e+00
3.289999999999999858e+01,-3.246589164026704444e-02,0.000000000000000000e+00
3.295000000000000284e+01,-5.040092915799623818e-02,0.000000000000000000e+00
3.300000000000000000e+01,7.066792026070426048e-06,0.000000000000000000e+00
3.304999999999999716e+01,4.622838924755653944e-02,0.000000000000000000e+00
3.310000000000000142e+01,2.729408863923215439e-02,0.000000000000000000e+00
3.314999999999999858e+01,-2.605118890231685955e-02,0.000000000000000000e+00
3.320000000000000284e+01,-4.013908097444976453e-02,0.000000000000000000e+00
3.325000000000000000e+01,6.620592670142884788e-06,0.000000000000000000e+00
3.329999999999999716e+01,3.622999647848293425e-02,0.000000000000000000e+00
3.335000000000000142e+01,2.120593508534100030e-02,0.000000000000000000e+00
3.339999999999999858e+01,-2.005887402524954982e-02,0.000000000000000000e+00
3.345000000000000284e+01,-3.061022829001373499e-02,0.000000000000000000e+00
3.350000000000000000e+01,6.011372349526170216e-06,0.000000000000000000e+00
3.354999999999999716e+01,2.706085384231740262e-02,0.000000000000000000e+00
3.360000000000000142e+01,1.565947562178080302e-02,0.000000000000000000e+00
3.364999999999999858e+01,-1.463649768869106256e-02,0.000000000000000000e+00
3.370000000000000284e+01,-2.204900308222773261e-02,0.000000000000000000e+00
3.375000000000000000e+01,5.254132091678049729e-06,0.000000000000000000e+00
3.379999999999999716e+01,1.894673606140278091e-02,0.000000000000000000e+00
3.385000000000000142e+01,1.079128248819033291e-02,0.000000000000000000e+00
3.389999999999999858e+01,-9.917576793883067787e-03,0.000000000000000000e+00
3.395000000000000284e+01,-1.466621112878490132e-02,0.000000000000000000e+00
3.400000000000000000e+01,4.367517663834966455e-06,0.000000000000000000e+00
3.404999999999999716e+01,1.208743964471782964e-02,0.000000000000000000e+00
3.410000000000000142e+01,6.721226756123946725e-03,0.000000000000000000e+00
3.414999999999999858e+01,-6.018306834456032227e-03,0.000000000000000000e+00
3.420000000000000284e+01,-8.643641269660403900e-03,0.000000000000000000e+00
3.425000000000000000e+01,3.373360456414344257e-06,0.000000000000000000e+00
3.429999999999999716e+01,6.651863234741093797e-03,0.000000000000000000e+00
3.435000000000000142e+01,3.549526705445987546e-03,0.000000000000000000e+00
3.439999999999999858e+01,-3.034700777746149585e-03,0.000000000000000000e+00
3.445000000000000284e+01,-4.129589162549650305e-03,0.000000000000000000e+00
3.450000000000000000e+01,2.296139918830950848e-06,0.000000000000000000e+00
3.454999999999999716e+01,2.773848762330014418e-03,0.000000000000000000e+00
3.460000000000000142e+01,1.354280117672943462e-03,0.000000000000000000e+00
3.464999999999999858e+01,-1.040224906890615305e-03,0.000000000000000000e+00
3.470000000000000284e+01,-1.235205751609615328e-03,0.000000000000000000e+00
3.475000000000000000e+01,1.162380795894188736e-06,0.000000000000000000e+00
3.479999999999999716e+01,5.488858141874602232e-04,0.000000000000000000e+00
3.485000000000000142e+01,1.895412494017095642e-04,0.000000000000000000e+00
3.489999999999999858e+01,-8.398983711575750257e-05,0.000000000000000000e+00
3.495000000000000284e+01,-3.176036232541822469e-05,0.000000000000000000e+00
3.500000000000000000e+01,-3.853205816619015636e-19,0.000000000000000000e+00
3.504999999999999716e+01,3.176036232542683055e-05,0.000000000000000000e+00
3.510000000000000142e+01,8.398983711577468717e-05,0.000000000000000000e+00
3.514999999999999858e+01,-1.895412494017141179e-04,0.000000000000000000e+00
3.520000000000000284e+01,-5.488858141875164933e-04,0.000000000000000000e+00
3.525000000000000000e+01,-1.162380795919243123e-06,0.000000000000000000e+00
3.529999999999999716e+01,1.235205751609646987e-03,0.000000000000000000e+00
3.535000000000000142e+01,1.040224906890669732e-03,0.000000000000000000e+00
3.539999999999999858e+01,-1.354280117672897275e-03,0.000000000000000000e+00
3.545000000000000284e+01,-2.773848762330067760e-03,0.000000000000000000e+00
3.550000000000000000e+01,-2.296139918963057071e-06,0.000000000000000000e+00
3.554999999999999716e+01,4.129589162549658111e-03,0.000000000000000000e+00
3.560000000000000142e+01,3.034700777746327394e-03,0.000000000000000000e+00
3.564999999999999858e+01,-3.549526705445897774e-03,0.000000000000000000e+00
3.570000000000000284e+01,-6.651863234741110277e-03,0.000000000000000000e+00
3.575000000000000000e+01,-3.373360456623304321e-06,0.000000000000000000e+00
3.579999999999999716e+01,8.643641269660400431e-03,0.000000000000000000e+00
3.585000000000000142e+01,6.018306834456327130e-03,0.000000000000000000e+00
3.589999999999999858e+01,-6.721226756123966674e-03,0.000000000000000000e+00
3.595000000000000284e+01,-1.208743964471796321e-02,0.000000000000000000e+00
3.600000000000000000e+01,-4.367517664328275903e-06,0.000000000000000000e+00
3.604999999999999716e+01,1.466621112878482153e-02,0.000000000000000000e+00
3.610000000000000142e+01,9.917576793883810249e-03,0.000000000000000000e+00
3.614999999999999858e+01,-1.079128248819018719e-02,0.000000000000000000e+00
3.620000000000000284e+01,-1.894673606140292316e-02,0.000000000000000000e+00
3.625000000000000000e+01,-5.254132092582968061e-06,0.000000000000000000e+00
3.629999999999999716e+01,2.204900308222813507e-02,0.000000000000000000e+00
3.635000000000000142e+01,1.463649768869141471e-02,0.000000000000000000e+00
3.639999999999999858e+01,-1.565947562178111874e-02,0.000000000000000000e+00
3.645000000000000284e+01,-2.706085384231690649e-02,0.000000000000000000e+00
3.650000000000000000e+01,-6.011372351501871177e-06,0.000000000000000000e+00
3.654999999999999716e+01,3.061022829001383214e-02,0.000000000000000000e+00
3.660000000000000142e+01,2.005887402525132618e-02,0.000000000000000000e+00
3.664999999999999858e+01,-2.120593508534018845e-02,0.000000000000000000e+00
3.670000000000000284e+01,-3.622999647848242077e-02,0.000000000000000000e+00
3.675000000000000000e+01,-6.620592672762043645e-06,0.000000000000000000e+00
3.679999999999999716e+01,4.013908097445000045e-02,0.000000000000000000e+00
3.685000000000000142e+01,2.605118890231940265e-02,0.000000000000000000e+00
3.689999999999999858e+01,-2.729408863923232786e-02,0.000000000000000000e+00
3.695000000000000284e+01,-4.622838924755583861e-02,0.000000000000000000e+00
3.700000000000000000e+01,-7.066792028246095394e-06,0.000000000000000000e+00
3.704999999999999716e+01,5.040092915799502388e-02,0.000000000000000000e+00
3.710000000000000142e+01,3.246589164027030572e-02,0.000000000000000000e+00
3.714999999999999858e+01,-3.377402573753557347e-02,0.000000000000000000e+00
3.720000000000000284e+01,-5.680983853680121598e-02,0.000000000000000000e+00
3.725000000000000000e+01,-7.338983512329691340e-06,0.000000000000000000e+00
3.729999999999999716e+01,6.114309208125065509e-02,0.000000000000000000e+00
3.735000000000000142e+01,3.914503096851792291e-02,0.000000000000000000e+00
3.739999999999999858e+01,-4.048618882321463469e-02,0.000000000000000000e+00
3.745000000000000284e+01,-6.771379394689726328e-02,0.000000000000000000e+00
3.750000000000000000e+01,-7.430464863571082706e-06,0.000000000000000000e+00
3.754999999999999716e+01,7.210106204184942025e-02,0.000000000000000000e+00
3.760000000000000142e+01,4.592414431000792219e-02,0.000000000000000000e+00
3.764999999999999858e+01,-4.726530216470057472e-02,0.000000000000000000e+00
3.770000000000000284e+01,-7.867176390749786030e-02,0.000000000000000000e+00
3.775000000000000000e+01,-7.338983511836065102e-06,0.000000000000000000e+00
3.779999999999999716e+01,8.300501745194817371e-02,0.000000000000000000e+00
3.785000000000000142e+01,5.263630739568594258e-02,0.000000000000000000e+00
3.789999999999999858e+01,-5.394444149294958663e-02,0.000000000000000000e+00
3.795000000000000284e+01,-8.941392683075606584e-02,0.000000000000000000e+00
3.800000000000000000e+01,-7.066792027899149852e-06,0.000000000000000000e+00
3.804999999999999716e+01,9.358646674119149023e-02,0.000000000000000000e+00
3.810000000000000142e+01,5.911624449398825143e-02,0.000000000000000000e+00
3.814999999999999858e+01,-6.035914423089960151e-02,0.000000000000000000e+00
3.820000000000000284e+01,-9.967577501430072151e-02,0.000000000000000000e+00
3.825000000000000000e+01,-6.620592672711765463e-06,0.000000000000000000e+00
