cf,70.0
0.000000000000000000e+00,6.784082949161529541e+00
5.000000000000000278e-02,6.775169074535369873e+00
1.000000000000000056e-01,6.770901381969451904e+00
1.499999999999999944e-01,6.747363507747650146e+00
2.000000000000000111e-01,6.720852106809616089e+00
2.500000000000000000e-01,6.769710779190063477e+00
2.999999999999999889e-01,6.754474341869354248e+00
3.499999999999999778e-01,6.706669926643371582e+00
4.000000000000000222e-01,6.720005720853805542e+00
4.500000000000000111e-01,6.711366027593612671e+00
5.000000000000000000e-01,6.757374107837677002e+00
5.500000000000000444e-01,6.727861613035202026e+00
5.999999999999999778e-01,6.747008860111236572e+00
6.500000000000000222e-01,6.810485571622848511e+00
6.999999999999999556e-01,6.792064011096954346e+00
7.500000000000000000e-01,6.723237037658691406e+00
8.000000000000000444e-01,6.766059994697570801e+00
8.499999999999999778e-01,6.780442595481872559e+00
9.000000000000000222e-01,6.766812503337860107e+00
9.499999999999999556e-01,6.739822775125503540e+00
1.000000000000000000e+00,6.724049150943756104e+00
1.050000000000000044e+00,6.789512187242507935e+00
1.100000000000000089e+00,6.783500313758850098e+00
1.149999999999999911e+00,6.738229840993881226e+00
1.199999999999999956e+00,6.790797412395477295e+00
1.250000000000000000e+00,6.773665547370910645e+00
1.300000000000000044e+00,6.802023947238922119e+00
1.350000000000000089e+00,6.787353008985519409e+00
1.399999999999999911e+00,6.760164350271224976e+00
1.449999999999999956e+00,6.837074458599090576e+00
1.500000000000000000e+00,6.809502094984054565e+00
1.550000000000000044e+00,6.738339364528656006e+00
1.600000000000000089e+00,6.814829260110855103e+00
1.649999999999999911e+00,6.785760819911956787e+00
1.699999999999999956e+00,6.791351735591888428e+00
1.750000000000000000e+00,6.789346039295196533e+00
1.800000000000000044e+00,6.761763244867324829e+00
1.850000000000000089e+00,6.800185143947601318e+00
1.899999999999999911e+00,6.784239411354064941e+00
1.949999999999999956e+00,6.743493676185607910e+00
2.000000000000000000e+00,6.780932098627090454e+00
2.050000000000000266e+00,6.768633425235748291e+00
2.100000000000000089e+00,6.821803748607635498e+00
2.149999999999999911e+00,6.783612072467803955e+00
2.200000000000000178e+00,6.765202432870864868e+00
2.250000000000000000e+00,6.848567724227905273e+00
2.299999999999999822e+00,6.794212758541107178e+00
2.350000000000000089e+00,6.671506166458129883e+00
2.399999999999999911e+00,6.731478869915008545e+00
2.449999999999999734e+00,6.704971194267272949e+00
2.500000000000000000e+00,6.738098710775375366e+00
2.550000000000000266e+00,6.761051714420318604e+00
2.600000000000000089e+00,6.730635464191436768e+00
2.649999999999999911e+00,6.830057501792907715e+00
2.700000000000000178e+00,6.793581694364547729e+00
2.750000000000000000e+00,6.714073568582534790e+00
2.799999999999999822e+00,6.813983619213104248e+00
2.850000000000000089e+00,6.763754785060882568e+00
2.899999999999999911e+00,6.809079647064208984e+00
2.949999999999999734e+00,6.786777079105377197e+00
3.000000000000000000e+00,6.778041273355484009e+00
3.050000000000000266e+00,6.876683235168457031e+00
3.100000000000000089e+00,6.868834048509597778e+00
3.149999999999999911e+00,6.735540926456451416e+00
3.200000000000000178e+00,6.822571158409118652e+00
3.250000000000000000e+00,6.784830242395401001e+00
3.299999999999999822e+00,6.806385517120361328e+00
3.350000000000000089e+00,6.743082404136657715e+00
3.399999999999999911e+00,6.798121333122253418e+00
3.449999999999999734e+00,6.815880537033081055e+00
3.500000000000000000e+00,6.798540800809860229e+00
3.550000000000000266e+00,6.719489395618438721e+00
3.600000000000000089e+00,6.797078251838684082e+00
3.649999999999999911e+00,6.749048829078674316e+00
3.700000000000000178e+00,6.824800372123718262e+00
3.750000000000000000e+00,6.744501739740371704e+00
3.799999999999999822e+00,6.804856657981872559e+00
3.850000000000000089e+00,6.924674659967422485e+00
3.899999999999999911e+00,6.868607550859451294e+00
3.950000000000000178e+00,6.673914194107055664e+00
4.000000000000000000e+00,6.758408993482589722e+00
4.049999999999999822e+00,6.741357594728469849e+00
4.100000000000000533e+00,6.758061051368713379e+00
4.150000000000000355e+00,6.709676980972290039e+00
4.200000000000000178e+00,6.795740872621536255e+00
4.250000000000000000e+00,6.839530169963836670e+00
4.299999999999999822e+00,6.813001632690429688e+00
4.349999999999999645e+00,6.723694503307342529e+00
4.400000000000000355e+00,6.907746195793151855e+00
4.450000000000000178e+00,6.845419853925704956e+00
4.500000000000000000e+00,6.863670051097869873e+00
4.549999999999999822e+00,6.773301213979721069e+00
4.599999999999999645e+00,6.793466210365295410e+00
4.649999999999999467e+00,6.961040198802947998e+00
4.700000000000000178e+00,6.906691193580627441e+00
4.750000000000000000e+00,6.751107424497604370e+00
4.799999999999999822e+00,6.920826435089111328e+00
4.850000000000000533e+00,6.879743933677673340e+00
4.899999999999999467e+00,6.917694211006164551e+00
4.950000000000000178e+00,6.814468652009963989e+00
5.000000000000000000e+00,6.916593015193939209e+00
5.049999999999999822e+00,6.996150314807891846e+00
5.100000000000000533e+00,6.929036974906921387e+00
5.150000000000000355e+00,6.779168546199798584e+00
5.200000000000000178e+00,6.853179633617401123e+00
5.250000000000000000e+00,6.900861859321594238e+00
5.299999999999999822e+00,6.898152083158493042e+00
5.349999999999999645e+00,6.777306646108627319e+00
5.400000000000000355e+00,6.837697327136993408e+00
5.450000000000000178e+00,7.013726234436035156e+00
5.500000000000000000e+00,6.998014450073242188e+00
5.549999999999999822e+00,6.697408854961395264e+00
5.599999999999999645e+00,6.831998378038406372e+00
5.649999999999999467e+00,6.852287054061889648e+00
5.700000000000000178e+00,6.835334002971649170e+00
5.750000000000000000e+00,6.837046891450881958e+00
5.799999999999999822e+00,6.902644783258438110e+00
5.850000000000000533e+00,7.020646333694458008e+00
5.899999999999999467e+00,7.048238813877105713e+00
5.950000000000000178e+00,6.741654127836227417e+00
6.000000000000000000e+00,6.825461983680725098e+00
6.049999999999999822e+00,6.921631842851638794e+00
6.100000000000000533e+00,6.909181922674179077e+00
6.150000000000000355e+00,6.722860783338546753e+00
6.200000000000000178e+00,6.899083405733108521e+00
6.250000000000000000e+00,7.087299972772598267e+00
6.299999999999999822e+00,7.012699544429779053e+00
6.349999999999999645e+00,6.830984354019165039e+00
6.400000000000000355e+00,6.968371570110321045e+00
6.450000000000000178e+00,6.936326622962951660e+00
6.500000000000000000e+00,6.854355335235595703e+00
6.550000000000000711e+00,6.630703806877136230e+00
6.599999999999999645e+00,6.773924082517623901e+00
6.649999999999999467e+00,6.859163939952850342e+00
6.700000000000000178e+00,6.741396337747573853e+00
6.750000000000000000e+00,6.565999239683151245e+00
6.799999999999999822e+00,6.671316921710968018e+00
6.850000000000000533e+00,6.746239215135574341e+00
6.899999999999999467e+00,6.928683817386627197e+00
6.949999999999999289e+00,6.630229949951171875e+00
7.000000000000000000e+00,7.003734260797500610e+00
7.049999999999999822e+00,7.417134940624237061e+00
7.100000000000000533e+00,7.667700946331024170e+00
7.150000000000000355e+00,7.451985776424407959e+00
7.200000000000000178e+00,7.929626107215881348e+00
7.250000000000000000e+00,8.112298697233200073e+00
7.299999999999999822e+00,8.131019771099090576e+00
7.349999999999999645e+00,7.776512205600738525e+00
7.400000000000000355e+00,7.869368791580200195e+00
7.450000000000000178e+00,7.498399168252944946e+00
